"country","subject","resp","cat","condition","site"
"Ireland",5139,2,0.5,"mind",6
"Ireland",5145,0,-0.5,"body",6
"Ireland",5145,2,0.5,"mind",6
"Ireland",5152,2,-0.5,"body",6
"Ireland",5152,3,0.5,"mind",6
"Ireland",5164,0,-0.5,"body",6
"Ireland",5164,0,0.5,"mind",6
"Ireland",5167,0,-0.5,"body",6
"Ireland",5167,3,0.5,"mind",6
"Ireland",5171,3,-0.5,"body",6
"Ireland",5171,3,0.5,"mind",6
"Ireland",5187,1,-0.5,"body",6
"Ireland",5187,1,0.5,"mind",6
"Ireland",5199,0,-0.5,"body",6
"Ireland",5199,1,0.5,"mind",6
"Ireland",5200,1,-0.5,"body",6
"Ireland",5200,0,0.5,"mind",6
"Ireland",5201,0,-0.5,"body",6
"Ireland",5201,1,0.5,"mind",6
"Ireland",5207,1,-0.5,"body",6
"Ireland",5207,3,0.5,"mind",6
"Ireland",5213,0,-0.5,"body",6
"Ireland",5213,0,0.5,"mind",6
"Ireland",5225,0,-0.5,"body",6
"Ireland",5225,1,0.5,"mind",6
"Ireland",5232,0,-0.5,"body",6
"Ireland",5232,0,0.5,"mind",6
"Ireland",5239,1,-0.5,"body",6
"Ireland",5239,3,0.5,"mind",6
"Ireland",5242,2,-0.5,"body",6
"Ireland",5242,3,0.5,"mind",6
"Ireland",5246,0,-0.5,"body",6
"Ireland",5246,0,0.5,"mind",6
"Ireland",5257,2,-0.5,"body",6
"Ireland",5257,2,0.5,"mind",6
"Ireland",5264,2,-0.5,"body",6
"Ireland",5264,3,0.5,"mind",6
"Ireland",5266,1,-0.5,"body",6
"Ireland",5266,3,0.5,"mind",6
"Ireland",5302,0,-0.5,"body",6
"Ireland",5302,1,0.5,"mind",6
"Ireland",5304,1,-0.5,"body",6
"Ireland",5304,2,0.5,"mind",6
"Ireland",5314,0,-0.5,"body",6
"Ireland",5314,2,0.5,"mind",6
"Ireland",5319,0,-0.5,"body",6
"Ireland",5319,3,0.5,"mind",6
"Ireland",5321,1,-0.5,"body",6
"Ireland",5321,2,0.5,"mind",6
"Ireland",5327,0,-0.5,"body",6
"Ireland",5327,0,0.5,"mind",6
"Ireland",5331,1,-0.5,"body",6
"Ireland",5331,2,0.5,"mind",6
"Ireland",5332,0,-0.5,"body",6
"Ireland",5332,1,0.5,"mind",6
"Ireland",5333,0,-0.5,"body",6
"Ireland",5333,2,0.5,"mind",6
"Ireland",5335,1,-0.5,"body",6
"Ireland",5335,3,0.5,"mind",6
"Ireland",5344,0,-0.5,"body",6
"Ireland",5344,0,0.5,"mind",6
"Ireland",5347,1,-0.5,"body",6
"Ireland",5347,3,0.5,"mind",6
"Ireland",5349,1,-0.5,"body",6
"Ireland",5349,3,0.5,"mind",6
"Ireland",5353,0,-0.5,"body",6
"Ireland",5353,0,0.5,"mind",6
"Ireland",5360,0,-0.5,"body",6
"Ireland",5360,0,0.5,"mind",6
"Ireland",5367,0,-0.5,"body",6
"Ireland",5367,0,0.5,"mind",6
"Ireland",5370,0,-0.5,"body",6
"Ireland",5370,0,0.5,"mind",6
"Ireland",5380,0,-0.5,"body",6
"Ireland",5380,2,0.5,"mind",6
"Ireland",5394,0,-0.5,"body",6
"Ireland",5394,0,0.5,"mind",6
"Ireland",5406,0,-0.5,"body",6
"Ireland",5406,0,0.5,"mind",6
"Ireland",5411,2,-0.5,"body",6
"Ireland",5411,3,0.5,"mind",6
"Ireland",5418,0,-0.5,"body",6
"Ireland",5418,3,0.5,"mind",6
"Ireland",5423,1,-0.5,"body",6
"Ireland",5423,2,0.5,"mind",6
"Ireland",5428,2,-0.5,"body",6
"Ireland",5428,2,0.5,"mind",6
"Ireland",5431,0,-0.5,"body",6
"Ireland",5431,1,0.5,"mind",6
"Ireland",5436,0,-0.5,"body",6
"Ireland",5436,1,0.5,"mind",6
"Ireland",5448,0,-0.5,"body",6
"Ireland",5448,0,0.5,"mind",6
"Ireland",5451,0,-0.5,"body",6
"Ireland",5451,0,0.5,"mind",6
"Ireland",5456,0,-0.5,"body",6
"Ireland",5456,2,0.5,"mind",6
"Ireland",5470,0,-0.5,"body",6
"Ireland",5470,0,0.5,"mind",6
"Italy",5982,0,-0.5,"body",7
"Italy",5982,0,0.5,"mind",7
"Italy",5983,0,-0.5,"body",7
"Italy",5983,0,0.5,"mind",7
"Italy",5986,1,-0.5,"body",7
"Italy",5986,3,0.5,"mind",7
"Italy",5987,0,-0.5,"body",7
"Italy",5987,0,0.5,"mind",7
"Italy",5991,1,-0.5,"body",7
"Italy",5991,1,0.5,"mind",7
"Italy",6003,0,-0.5,"body",7
"Italy",6003,0,0.5,"mind",7
"Italy",6004,0,-0.5,"body",7
"Italy",6004,0,0.5,"mind",7
"Italy",6015,0,-0.5,"body",7
"Italy",6015,0,0.5,"mind",7
"Italy",6017,0,-0.5,"body",7
"Italy",6017,0,0.5,"mind",7
"Italy",6024,0,-0.5,"body",7
"Italy",6024,1,0.5,"mind",7
"Italy",6040,0,-0.5,"body",7
"Italy",6040,0,0.5,"mind",7
"Italy",6045,2,-0.5,"body",7
"Italy",6045,3,0.5,"mind",7
"Italy",6049,1,-0.5,"body",7
"Italy",6049,3,0.5,"mind",7
"Italy",6053,1,-0.5,"body",7
"Italy",6053,3,0.5,"mind",7
"Italy",6057,0,-0.5,"body",7
"Italy",6057,0,0.5,"mind",7
"Italy",6067,0,-0.5,"body",7
"Italy",6067,2,0.5,"mind",7
"Italy",6082,2,-0.5,"body",7
"Italy",6082,3,0.5,"mind",7
"Italy",6083,1,-0.5,"body",7
"Italy",6083,2,0.5,"mind",7
"Italy",6084,0,-0.5,"body",7
"Italy",6084,0,0.5,"mind",7
"Italy",6090,1,-0.5,"body",7
"Italy",6090,3,0.5,"mind",7
"Italy",6094,2,-0.5,"body",7
"Italy",6094,3,0.5,"mind",7
"Italy",6095,0,-0.5,"body",7
"Italy",6095,0,0.5,"mind",7
"Italy",6101,1,-0.5,"body",7
"Italy",6101,3,0.5,"mind",7
"Italy",6109,0,-0.5,"body",7
"Italy",6109,0,0.5,"mind",7
"Italy",6110,0,-0.5,"body",7
"Italy",6110,3,0.5,"mind",7
"Italy",6115,1,-0.5,"body",7
"Italy",6115,3,0.5,"mind",7
"Italy",6117,0,-0.5,"body",7
"Italy",6117,0,0.5,"mind",7
"Italy",6125,1,-0.5,"body",7
"Italy",6125,3,0.5,"mind",7
"Italy",6128,1,-0.5,"body",7
"Italy",6128,3,0.5,"mind",7
"Italy",6132,0,-0.5,"body",7
"Italy",6132,0,0.5,"mind",7
"Italy",6137,2,-0.5,"body",7
"Italy",6137,3,0.5,"mind",7
"Italy",6140,0,-0.5,"body",7
"Italy",6140,0,0.5,"mind",7
"Italy",6149,0,-0.5,"body",7
"Italy",6149,1,0.5,"mind",7
"Italy",6151,0,-0.5,"body",7
"Italy",6151,0,0.5,"mind",7
"Italy",6154,0,-0.5,"body",7
"Italy",6154,2,0.5,"mind",7
"Italy",6165,0,-0.5,"body",7
"Italy",6165,1,0.5,"mind",7
"Italy",6168,0,-0.5,"body",7
"Italy",6168,0,0.5,"mind",7
"Italy",6175,1,-0.5,"body",7
"Italy",6175,3,0.5,"mind",7
"Italy",6183,0,-0.5,"body",7
"Italy",6183,0,0.5,"mind",7
"Italy",6188,0,-0.5,"body",7
"Italy",6188,3,0.5,"mind",7
"Italy",6197,1,-0.5,"body",7
"Italy",6197,2,0.5,"mind",7
"Italy",6201,2,-0.5,"body",7
"Italy",6201,3,0.5,"mind",7
"Italy",6203,1,-0.5,"body",7
"Italy",6203,3,0.5,"mind",7
"Italy",6204,1,-0.5,"body",7
"Italy",6204,2,0.5,"mind",7
"Italy",6213,0,-0.5,"body",7
"Italy",6213,3,0.5,"mind",7
"Italy",6218,0,-0.5,"body",7
"Italy",6218,0,0.5,"mind",7
"Italy",6219,1,-0.5,"body",7
"Italy",6219,3,0.5,"mind",7
"Italy",6227,0,-0.5,"body",7
"Italy",6227,0,0.5,"mind",7
"Italy",6228,0,-0.5,"body",7
"Italy",6228,0,0.5,"mind",7
"Italy",6243,0,-0.5,"body",7
"Italy",6243,3,0.5,"mind",7
"Italy",6245,0,-0.5,"body",7
"Italy",6245,3,0.5,"mind",7
"Italy",6248,0,-0.5,"body",7
"Italy",6248,0,0.5,"mind",7
"Italy",6260,0,-0.5,"body",7
"Italy",6260,0,0.5,"mind",7
"Italy",6272,0,-0.5,"body",7
"Italy",6272,0,0.5,"mind",7
"Italy",6279,1,-0.5,"body",7
"Italy",6279,3,0.5,"mind",7
"Italy",6285,1,-0.5,"body",7
"Italy",6285,2,0.5,"mind",7
"Italy",6297,0,-0.5,"body",7
"Italy",6297,0,0.5,"mind",7
"Italy",6298,0,-0.5,"body",7
"Italy",6298,0,0.5,"mind",7
"Italy",6299,0,-0.5,"body",7
"Italy",6299,0,0.5,"mind",7
"Italy",6307,0,-0.5,"body",7
"Italy",6307,0,0.5,"mind",7
"Morocco",7037,0,-0.5,"body",8
"Morocco",7037,0,0.5,"mind",8
"Morocco",7038,0,-0.5,"body",8
"Morocco",7038,3,0.5,"mind",8
"Morocco",7041,1,-0.5,"body",8
"Morocco",7041,3,0.5,"mind",8
"Morocco",7059,2,-0.5,"body",8
"Morocco",7059,2,0.5,"mind",8
"Morocco",7065,1,-0.5,"body",8
"Morocco",7065,3,0.5,"mind",8
"Morocco",7066,0,-0.5,"body",8
"Morocco",7066,3,0.5,"mind",8
"Morocco",7072,2,-0.5,"body",8
"Morocco",7072,3,0.5,"mind",8
"Morocco",7079,0,-0.5,"body",8
"Morocco",7079,0,0.5,"mind",8
"Morocco",7090,0,-0.5,"body",8
"Morocco",7090,0,0.5,"mind",8
"Morocco",7091,1,-0.5,"body",8
"Morocco",7091,1,0.5,"mind",8
"Morocco",7102,0,-0.5,"body",8
"Morocco",7102,1,0.5,"mind",8
"Morocco",7111,2,-0.5,"body",8
"Morocco",7111,2,0.5,"mind",8
"Morocco",7114,1,-0.5,"body",8
"Morocco",7114,2,0.5,"mind",8
"Morocco",7116,1,-0.5,"body",8
"Morocco",7116,2,0.5,"mind",8
"Morocco",7126,0,-0.5,"body",8
"Morocco",7126,0,0.5,"mind",8
"Morocco",7128,0,-0.5,"body",8
"Morocco",7128,0,0.5,"mind",8
"Morocco",7135,1,-0.5,"body",8
"Morocco",7135,2,0.5,"mind",8
"Morocco",7146,2,-0.5,"body",8
"Morocco",7146,3,0.5,"mind",8
"Morocco",7149,1,-0.5,"body",8
"Morocco",7149,1,0.5,"mind",8
"Morocco",7152,0,-0.5,"body",8
"Morocco",7152,0,0.5,"mind",8
"Morocco",7167,0,-0.5,"body",8
"Morocco",7167,0,0.5,"mind",8
"Morocco",7171,0,-0.5,"body",8
"Morocco",7171,0,0.5,"mind",8
"Morocco",7174,0,-0.5,"body",8
"Morocco",7174,0,0.5,"mind",8
"Morocco",7177,0,-0.5,"body",8
"Morocco",7177,1,0.5,"mind",8
"Morocco",7186,0,-0.5,"body",8
"Morocco",7186,2,0.5,"mind",8
"Morocco",7187,1,-0.5,"body",8
"Morocco",7187,3,0.5,"mind",8
"Morocco",7191,0,-0.5,"body",8
"Morocco",7191,3,0.5,"mind",8
"Morocco",7192,0,-0.5,"body",8
"Morocco",7192,1,0.5,"mind",8
"Morocco",7198,0,-0.5,"body",8
"Morocco",7198,1,0.5,"mind",8
"Morocco",7199,1,-0.5,"body",8
"Morocco",7199,3,0.5,"mind",8
"Morocco",7204,1,-0.5,"body",8
"Morocco",7204,2,0.5,"mind",8
"Morocco",7216,0,-0.5,"body",8
"Morocco",7216,1,0.5,"mind",8
"Morocco",7218,1,-0.5,"body",8
"Morocco",7218,3,0.5,"mind",8
"Morocco",7219,1,-0.5,"body",8
"Morocco",7219,1,0.5,"mind",8
"Morocco",7224,0,-0.5,"body",8
"Morocco",7224,0,0.5,"mind",8
"Morocco",7229,0,-0.5,"body",8
"Morocco",7229,0,0.5,"mind",8
"Morocco",7236,0,-0.5,"body",8
"Morocco",7236,0,0.5,"mind",8
"Morocco",7239,0,-0.5,"body",8
"Morocco",7239,3,0.5,"mind",8
"Morocco",7242,0,-0.5,"body",8
"Morocco",7242,0,0.5,"mind",8
"Morocco",7245,1,-0.5,"body",8
"Morocco",7245,1,0.5,"mind",8
"Morocco",7249,1,-0.5,"body",8
"Morocco",7249,3,0.5,"mind",8
"Morocco",7250,0,-0.5,"body",8
"Morocco",7250,0,0.5,"mind",8
"Morocco",7252,0,-0.5,"body",8
"Morocco",7252,1,0.5,"mind",8
"Morocco",7255,0,-0.5,"body",8
"Morocco",7255,0,0.5,"mind",8
"Morocco",7257,0,-0.5,"body",8
"Morocco",7257,0,0.5,"mind",8
"Morocco",7260,1,-0.5,"body",8
"Morocco",7260,2,0.5,"mind",8
"Morocco",7262,2,-0.5,"body",8
"Morocco",7262,1,0.5,"mind",8
"Morocco",7266,1,-0.5,"body",8
"Morocco",7266,2,0.5,"mind",8
"Morocco",7286,1,-0.5,"body",8
"Morocco",7286,2,0.5,"mind",8
"Morocco",7290,0,-0.5,"body",8
"Morocco",7290,2,0.5,"mind",8
"Morocco",7291,1,-0.5,"body",8
"Morocco",7291,3,0.5,"mind",8
"Morocco",7302,0,-0.5,"body",8
"Morocco",7302,2,0.5,"mind",8
"Morocco",7308,2,-0.5,"body",8
"Morocco",7308,2,0.5,"mind",8
"Morocco",7321,1,-0.5,"body",8
"Morocco",7321,3,0.5,"mind",8
"Morocco",7326,0,-0.5,"body",8
"Morocco",7326,2,0.5,"mind",8
"Morocco",7330,1,-0.5,"body",8
"Morocco",7330,3,0.5,"mind",8
"Morocco",7333,1,-0.5,"body",8
"Morocco",7333,0,0.5,"mind",8
"Morocco",7340,0,-0.5,"body",8
"Morocco",7340,3,0.5,"mind",8
"Morocco",7344,1,-0.5,"body",8
"Morocco",7344,1,0.5,"mind",8
"Morocco",7353,0,-0.5,"body",8
"Morocco",7353,0,0.5,"mind",8
"Netherlands",7380,0,-0.5,"body",9
"Netherlands",7380,0,0.5,"mind",9
"Netherlands",7390,0,-0.5,"body",9
"Netherlands",7390,3,0.5,"mind",9
"Netherlands",7405,1,-0.5,"body",9
"Netherlands",7405,2,0.5,"mind",9
"Netherlands",7421,0,-0.5,"body",9
"Netherlands",7421,0,0.5,"mind",9
"Netherlands",7431,1,-0.5,"body",9
"Netherlands",7431,3,0.5,"mind",9
"Netherlands",7444,0,-0.5,"body",9
"Netherlands",7444,0,0.5,"mind",9
"Netherlands",7455,0,-0.5,"body",9
"Netherlands",7455,0,0.5,"mind",9
"Netherlands",7465,0,-0.5,"body",9
"Netherlands",7465,0,0.5,"mind",9
"Netherlands",7468,2,-0.5,"body",9
"Netherlands",7468,3,0.5,"mind",9
"Netherlands",7470,1,-0.5,"body",9
"Netherlands",7470,1,0.5,"mind",9
"Netherlands",7473,1,-0.5,"body",9
"Netherlands",7473,2,0.5,"mind",9
"Netherlands",7480,0,-0.5,"body",9
"Netherlands",7480,0,0.5,"mind",9
"Netherlands",7482,0,-0.5,"body",9
"Netherlands",7482,0,0.5,"mind",9
"Netherlands",7488,0,-0.5,"body",9
"Netherlands",7488,0,0.5,"mind",9
"Netherlands",7505,0,-0.5,"body",9
"Netherlands",7505,1,0.5,"mind",9
"Netherlands",7523,0,-0.5,"body",9
"Netherlands",7523,0,0.5,"mind",9
"Netherlands",7533,1,-0.5,"body",9
"Netherlands",7533,3,0.5,"mind",9
"Netherlands",7535,0,-0.5,"body",9
"Netherlands",7535,1,0.5,"mind",9
"Netherlands",7540,0,-0.5,"body",9
"Netherlands",7540,0,0.5,"mind",9
"Netherlands",7542,0,-0.5,"body",9
"Netherlands",7542,0,0.5,"mind",9
"Netherlands",7547,0,-0.5,"body",9
"Netherlands",7547,0,0.5,"mind",9
"Netherlands",7548,0,-0.5,"body",9
"Netherlands",7548,0,0.5,"mind",9
"Netherlands",7555,2,-0.5,"body",9
"Netherlands",7555,1,0.5,"mind",9
"Netherlands",7557,0,-0.5,"body",9
"Netherlands",7557,0,0.5,"mind",9
"Netherlands",7571,0,-0.5,"body",9
"Netherlands",7571,0,0.5,"mind",9
"Netherlands",7592,3,-0.5,"body",9
"Netherlands",7592,3,0.5,"mind",9
"Netherlands",7603,0,-0.5,"body",9
"Netherlands",7603,0,0.5,"mind",9
"Netherlands",7607,0,-0.5,"body",9
"Netherlands",7607,0,0.5,"mind",9
"Netherlands",7611,1,-0.5,"body",9
"Netherlands",7611,3,0.5,"mind",9
"Netherlands",7614,0,-0.5,"body",9
"Netherlands",7614,0,0.5,"mind",9
"Netherlands",7617,0,-0.5,"body",9
"Netherlands",7617,0,0.5,"mind",9
"Netherlands",7621,0,-0.5,"body",9
"Netherlands",7621,0,0.5,"mind",9
"Netherlands",7623,0,-0.5,"body",9
"Netherlands",7623,0,0.5,"mind",9
"Netherlands",7634,1,-0.5,"body",9
"Netherlands",7634,1,0.5,"mind",9
"Netherlands",7663,0,-0.5,"body",9
"Netherlands",7663,0,0.5,"mind",9
"Netherlands",7665,0,-0.5,"body",9
"Netherlands",7665,0,0.5,"mind",9
"Netherlands",7669,1,-0.5,"body",9
"Netherlands",7669,3,0.5,"mind",9
"Netherlands",7670,0,-0.5,"body",9
"Netherlands",7670,0,0.5,"mind",9
"Netherlands",7687,0,-0.5,"body",9
"Netherlands",7687,0,0.5,"mind",9
"Netherlands",7692,1,-0.5,"body",9
"Netherlands",7692,3,0.5,"mind",9
"Netherlands",7698,0,-0.5,"body",9
"Netherlands",7698,0,0.5,"mind",9
"Netherlands",7701,0,-0.5,"body",9
"Netherlands",7701,0,0.5,"mind",9
"Netherlands",7712,0,-0.5,"body",9
"Netherlands",7712,2,0.5,"mind",9
"Netherlands",7717,0,-0.5,"body",9
"Netherlands",7717,0,0.5,"mind",9
"Netherlands",7727,1,-0.5,"body",9
"Netherlands",7727,2,0.5,"mind",9
"Netherlands",7732,0,-0.5,"body",9
"Netherlands",7732,0,0.5,"mind",9
"Netherlands",7743,0,-0.5,"body",9
"Netherlands",7743,0,0.5,"mind",9
"Netherlands",7753,0,-0.5,"body",9
"Netherlands",7753,0,0.5,"mind",9
"Netherlands",7758,0,-0.5,"body",9
"Netherlands",7758,2,0.5,"mind",9
"Netherlands",7760,0,-0.5,"body",9
"Netherlands",7760,0,0.5,"mind",9
"Netherlands",7769,0,-0.5,"body",9
"Netherlands",7769,0,0.5,"mind",9
"Netherlands",7771,0,-0.5,"body",9
"Netherlands",7771,0,0.5,"mind",9
"Netherlands",7776,0,-0.5,"body",9
"Netherlands",7776,0,0.5,"mind",9
"Netherlands",7792,0,-0.5,"body",9
"Netherlands",7792,0,0.5,"mind",9
"Netherlands",7794,0,-0.5,"body",9
"Netherlands",7794,2,0.5,"mind",9
"Netherlands",7796,0,-0.5,"body",9
"Netherlands",7796,0,0.5,"mind",9
"Netherlands",7827,1,-0.5,"body",9
"Netherlands",7827,2,0.5,"mind",9
"Netherlands",7830,0,-0.5,"body",9
"Netherlands",7830,0,0.5,"mind",9
"Netherlands",7837,0,-0.5,"body",9
"Netherlands",7837,0,0.5,"mind",9
"Netherlands",7838,0,-0.5,"body",9
"Netherlands",7838,0,0.5,"mind",9
"Singapore",8388,0,-0.5,"body",10
"Singapore",8388,0,0.5,"mind",10
"Singapore",8397,0,-0.5,"body",10
"Singapore",8397,3,0.5,"mind",10
"Singapore",8404,1,-0.5,"body",10
"Singapore",8404,3,0.5,"mind",10
"Singapore",8407,0,-0.5,"body",10
"Singapore",8407,0,0.5,"mind",10
"Singapore",8409,1,-0.5,"body",10
"Singapore",8409,3,0.5,"mind",10
"Singapore",8414,1,-0.5,"body",10
"Singapore",8414,3,0.5,"mind",10
"Singapore",8418,2,-0.5,"body",10
"Singapore",8418,3,0.5,"mind",10
"Singapore",8435,0,-0.5,"body",10
"Singapore",8435,0,0.5,"mind",10
"Singapore",8440,1,-0.5,"body",10
"Singapore",8440,3,0.5,"mind",10
"Singapore",8442,0,-0.5,"body",10
"Singapore",8442,0,0.5,"mind",10
"Singapore",8454,2,-0.5,"body",10
"Singapore",8454,3,0.5,"mind",10
"Singapore",8456,2,-0.5,"body",10
"Singapore",8456,2,0.5,"mind",10
"Singapore",8460,0,-0.5,"body",10
"Singapore",8460,2,0.5,"mind",10
"Singapore",8464,0,-0.5,"body",10
"Singapore",8464,1,0.5,"mind",10
"Singapore",8467,2,-0.5,"body",10
"Singapore",8467,3,0.5,"mind",10
"Singapore",8470,1,-0.5,"body",10
"Singapore",8470,3,0.5,"mind",10
"Singapore",8479,1,-0.5,"body",10
"Singapore",8479,1,0.5,"mind",10
"Singapore",8480,1,-0.5,"body",10
"Singapore",8480,2,0.5,"mind",10
"Singapore",8481,0,-0.5,"body",10
"Singapore",8481,3,0.5,"mind",10
"Singapore",8484,1,-0.5,"body",10
"Singapore",8484,2,0.5,"mind",10
"Singapore",8488,1,-0.5,"body",10
"Singapore",8488,2,0.5,"mind",10
"Singapore",8490,2,-0.5,"body",10
"Singapore",8490,3,0.5,"mind",10
"Singapore",8492,1,-0.5,"body",10
"Singapore",8492,3,0.5,"mind",10
"Singapore",8516,1,-0.5,"body",10
"Singapore",8516,3,0.5,"mind",10
"Singapore",8517,1,-0.5,"body",10
"Singapore",8517,3,0.5,"mind",10
"Singapore",8518,0,-0.5,"body",10
"Singapore",8518,0,0.5,"mind",10
"Singapore",8525,1,-0.5,"body",10
"Singapore",8525,2,0.5,"mind",10
"Singapore",8526,2,-0.5,"body",10
"Singapore",8526,3,0.5,"mind",10
"Singapore",8528,0,-0.5,"body",10
"Singapore",8528,0,0.5,"mind",10
"Singapore",8529,3,-0.5,"body",10
"Singapore",8529,3,0.5,"mind",10
"Singapore",8536,1,-0.5,"body",10
"Singapore",8536,3,0.5,"mind",10
"Singapore",8538,0,-0.5,"body",10
"Singapore",8538,0,0.5,"mind",10
"Singapore",8540,1,-0.5,"body",10
"Singapore",8540,2,0.5,"mind",10
"Singapore",8551,0,-0.5,"body",10
"Singapore",8551,0,0.5,"mind",10
"Singapore",8554,2,-0.5,"body",10
"Singapore",8554,3,0.5,"mind",10
"Singapore",8563,0,-0.5,"body",10
"Singapore",8563,1,0.5,"mind",10
"Singapore",8564,1,-0.5,"body",10
"Singapore",8564,3,0.5,"mind",10
"Singapore",8568,1,-0.5,"body",10
"Singapore",8568,2,0.5,"mind",10
"Singapore",8569,1,-0.5,"body",10
"Singapore",8569,3,0.5,"mind",10
"Singapore",8570,2,-0.5,"body",10
"Singapore",8570,3,0.5,"mind",10
"Singapore",8572,0,-0.5,"body",10
"Singapore",8572,2,0.5,"mind",10
"Singapore",8576,3,-0.5,"body",10
"Singapore",8576,3,0.5,"mind",10
"Singapore",8581,2,-0.5,"body",10
"Singapore",8581,3,0.5,"mind",10
"Singapore",8582,1,-0.5,"body",10
"Singapore",8582,3,0.5,"mind",10
"Singapore",8587,1,-0.5,"body",10
"Singapore",8587,3,0.5,"mind",10
"Singapore",8590,0,-0.5,"body",10
"Singapore",8590,0,0.5,"mind",10
"Singapore",8604,1,-0.5,"body",10
"Singapore",8604,3,0.5,"mind",10
"Singapore",8613,2,-0.5,"body",10
"Singapore",8613,3,0.5,"mind",10
"Singapore",8621,1,-0.5,"body",10
"Singapore",8621,3,0.5,"mind",10
"Singapore",8641,0,-0.5,"body",10
"Singapore",8641,3,0.5,"mind",10
"Singapore",8643,2,-0.5,"body",10
"Singapore",8643,3,0.5,"mind",10
"Singapore",8647,3,-0.5,"body",10
"Singapore",8647,2,0.5,"mind",10
"Singapore",8649,2,-0.5,"body",10
"Singapore",8649,3,0.5,"mind",10
"Singapore",8650,0,-0.5,"body",10
"Singapore",8650,3,0.5,"mind",10
"Singapore",8652,2,-0.5,"body",10
"Singapore",8652,3,0.5,"mind",10
"Singapore",8656,3,-0.5,"body",10
"Singapore",8656,3,0.5,"mind",10
"Singapore",8657,0,-0.5,"body",10
"Singapore",8657,3,0.5,"mind",10
"Singapore",8662,0,-0.5,"body",10
"Singapore",8662,3,0.5,"mind",10
"Singapore",8686,1,-0.5,"body",10
"Singapore",8686,2,0.5,"mind",10
"Singapore",8687,0,-0.5,"body",10
"Singapore",8687,3,0.5,"mind",10
